course_code	course_html_link
COMU3110	https://programs-courses.uq.edu.au/course.html?course_code=COMU3110
COMU3130	https://programs-courses.uq.edu.au/course.html?course_code=COMU3130
COMU3150	https://programs-courses.uq.edu.au/course.html?course_code=COMU3150
COMU3202	https://programs-courses.uq.edu.au/course.html?course_code=COMU3202
COMU3300	https://programs-courses.uq.edu.au/course.html?course_code=COMU3300
COMU3801	https://programs-courses.uq.edu.au/course.html?course_code=COMU3801
COMU6014	https://programs-courses.uq.edu.au/course.html?course_code=COMU6014
COMU7008	https://programs-courses.uq.edu.au/course.html?course_code=COMU7008
COMU7009	https://programs-courses.uq.edu.au/course.html?course_code=COMU7009
COMU7012	https://programs-courses.uq.edu.au/course.html?course_code=COMU7012
COMU7014	https://programs-courses.uq.edu.au/course.html?course_code=COMU7014
COMU7015	https://programs-courses.uq.edu.au/course.html?course_code=COMU7015
COMU7025	https://programs-courses.uq.edu.au/course.html?course_code=COMU7025
COMU7102	https://programs-courses.uq.edu.au/course.html?course_code=COMU7102
COMU7103	https://programs-courses.uq.edu.au/course.html?course_code=COMU7103
COMU7111	https://programs-courses.uq.edu.au/course.html?course_code=COMU7111
COMU7201	https://programs-courses.uq.edu.au/course.html?course_code=COMU7201
COMU7302	https://programs-courses.uq.edu.au/course.html?course_code=COMU7302
COMU7304	https://programs-courses.uq.edu.au/course.html?course_code=COMU7304
COMU7400	https://programs-courses.uq.edu.au/course.html?course_code=COMU7400
CONS6009	https://programs-courses.uq.edu.au/course.html?course_code=CONS6009
CONS7004	https://programs-courses.uq.edu.au/course.html?course_code=CONS7004
CONS7008	https://programs-courses.uq.edu.au/course.html?course_code=CONS7008
CONS7029	https://programs-courses.uq.edu.au/course.html?course_code=CONS7029
COSC2500	https://programs-courses.uq.edu.au/course.html?course_code=COSC2500
COSC3500	https://programs-courses.uq.edu.au/course.html?course_code=COSC3500
COSC7500	https://programs-courses.uq.edu.au/course.html?course_code=COSC7500
COSC7502	https://programs-courses.uq.edu.au/course.html?course_code=COSC7502
COUN7006	https://programs-courses.uq.edu.au/course.html?course_code=COUN7006
COUN7012	https://programs-courses.uq.edu.au/course.html?course_code=COUN7012
COUN7015	https://programs-courses.uq.edu.au/course.html?course_code=COUN7015
COUN7016	https://programs-courses.uq.edu.au/course.html?course_code=COUN7016
COUN7026	https://programs-courses.uq.edu.au/course.html?course_code=COUN7026
COUN7027	https://programs-courses.uq.edu.au/course.html?course_code=COUN7027
CRIM1000	https://programs-courses.uq.edu.au/course.html?course_code=CRIM1000
CRIM1019	https://programs-courses.uq.edu.au/course.html?course_code=CRIM1019
CRIM2080	https://programs-courses.uq.edu.au/course.html?course_code=CRIM2080
CRIM2099	https://programs-courses.uq.edu.au/course.html?course_code=CRIM2099
CRIM2200	https://programs-courses.uq.edu.au/course.html?course_code=CRIM2200
CRIM3100	https://programs-courses.uq.edu.au/course.html?course_code=CRIM3100
CRIM3202	https://programs-courses.uq.edu.au/course.html?course_code=CRIM3202
CRIM7000	https://programs-courses.uq.edu.au/course.html?course_code=CRIM7000
CRIM7080	https://programs-courses.uq.edu.au/course.html?course_code=CRIM7080
CRIM7090	https://programs-courses.uq.edu.au/course.html?course_code=CRIM7090
CRIM7099	https://programs-courses.uq.edu.au/course.html?course_code=CRIM7099
CRIM7119	https://programs-courses.uq.edu.au/course.html?course_code=CRIM7119
CRIM7200	https://programs-courses.uq.edu.au/course.html?course_code=CRIM7200
CSSE1001	https://programs-courses.uq.edu.au/course.html?course_code=CSSE1001
CSSE2002	https://programs-courses.uq.edu.au/course.html?course_code=CSSE2002
CSSE2010	https://programs-courses.uq.edu.au/course.html?course_code=CSSE2010
CSSE2310	https://programs-courses.uq.edu.au/course.html?course_code=CSSE2310
CSSE3010	https://programs-courses.uq.edu.au/course.html?course_code=CSSE3010
CSSE3030	https://programs-courses.uq.edu.au/course.html?course_code=CSSE3030
CSSE3200	https://programs-courses.uq.edu.au/course.html?course_code=CSSE3200
CSSE3610	https://programs-courses.uq.edu.au/course.html?course_code=CSSE3610
CSSE4010	https://programs-courses.uq.edu.au/course.html?course_code=CSSE4010
CSSE4630	https://programs-courses.uq.edu.au/course.html?course_code=CSSE4630
CSSE7023	https://programs-courses.uq.edu.au/course.html?course_code=CSSE7023
CSSE7030	https://programs-courses.uq.edu.au/course.html?course_code=CSSE7030
CSSE7201	https://programs-courses.uq.edu.au/course.html?course_code=CSSE7201
CSSE7231	https://programs-courses.uq.edu.au/course.html?course_code=CSSE7231
CSSE7610	https://programs-courses.uq.edu.au/course.html?course_code=CSSE7610
CYBR3000	https://programs-courses.uq.edu.au/course.html?course_code=CYBR3000
CYBR7001	https://programs-courses.uq.edu.au/course.html?course_code=CYBR7001
CYBR7002	https://programs-courses.uq.edu.au/course.html?course_code=CYBR7002
CYBR7003	https://programs-courses.uq.edu.au/course.html?course_code=CYBR7003
CYBR7901	https://programs-courses.uq.edu.au/course.html?course_code=CYBR7901
CYBR7902	https://programs-courses.uq.edu.au/course.html?course_code=CYBR7902
DATA7001	https://programs-courses.uq.edu.au/course.html?course_code=DATA7001
DATA7002	https://programs-courses.uq.edu.au/course.html?course_code=DATA7002
DATA7703	https://programs-courses.uq.edu.au/course.html?course_code=DATA7703
DATA7901	https://programs-courses.uq.edu.au/course.html?course_code=DATA7901
DATA7902	https://programs-courses.uq.edu.au/course.html?course_code=DATA7902
DATA7903	https://programs-courses.uq.edu.au/course.html?course_code=DATA7903
DECO1800	https://programs-courses.uq.edu.au/course.html?course_code=DECO1800
DECO2300	https://programs-courses.uq.edu.au/course.html?course_code=DECO2300
DECO2500	https://programs-courses.uq.edu.au/course.html?course_code=DECO2500
DECO2801	https://programs-courses.uq.edu.au/course.html?course_code=DECO2801
DECO2850	https://programs-courses.uq.edu.au/course.html?course_code=DECO2850
DECO3500	https://programs-courses.uq.edu.au/course.html?course_code=DECO3500
DECO3800	https://programs-courses.uq.edu.au/course.html?course_code=DECO3800
DECO3801	https://programs-courses.uq.edu.au/course.html?course_code=DECO3801
DECO6500	https://programs-courses.uq.edu.au/course.html?course_code=DECO6500
DECO7140	https://programs-courses.uq.edu.au/course.html?course_code=DECO7140
DECO7230	https://programs-courses.uq.edu.au/course.html?course_code=DECO7230
DECO7250	https://programs-courses.uq.edu.au/course.html?course_code=DECO7250
DECO7281	https://programs-courses.uq.edu.au/course.html?course_code=DECO7281
DECO7285	https://programs-courses.uq.edu.au/course.html?course_code=DECO7285
DECO7380	https://programs-courses.uq.edu.au/course.html?course_code=DECO7380
DECO7381	https://programs-courses.uq.edu.au/course.html?course_code=DECO7381
DENT1061	https://programs-courses.uq.edu.au/course.html?course_code=DENT1061
DENT2061	https://programs-courses.uq.edu.au/course.html?course_code=DENT2061
DENT2071	https://programs-courses.uq.edu.au/course.html?course_code=DENT2071
DENT2074	https://programs-courses.uq.edu.au/course.html?course_code=DENT2074
DENT2222	https://programs-courses.uq.edu.au/course.html?course_code=DENT2222
DENT3021	https://programs-courses.uq.edu.au/course.html?course_code=DENT3021
DENT3061	https://programs-courses.uq.edu.au/course.html?course_code=DENT3061
DENT3071	https://programs-courses.uq.edu.au/course.html?course_code=DENT3071
DENT4000	https://programs-courses.uq.edu.au/course.html?course_code=DENT4000
DENT4061	https://programs-courses.uq.edu.au/course.html?course_code=DENT4061
DENT4071	https://programs-courses.uq.edu.au/course.html?course_code=DENT4071
DENT5200	https://programs-courses.uq.edu.au/course.html?course_code=DENT5200
DENT7103	https://programs-courses.uq.edu.au/course.html?course_code=DENT7103
DENT7112	https://programs-courses.uq.edu.au/course.html?course_code=DENT7112
DENT7121	https://programs-courses.uq.edu.au/course.html?course_code=DENT7121
DENT7215	https://programs-courses.uq.edu.au/course.html?course_code=DENT7215
DENT7216	https://programs-courses.uq.edu.au/course.html?course_code=DENT7216
DENT7222	https://programs-courses.uq.edu.au/course.html?course_code=DENT7222
DENT7318	https://programs-courses.uq.edu.au/course.html?course_code=DENT7318
DENT7322	https://programs-courses.uq.edu.au/course.html?course_code=DENT7322
DENT7912	https://programs-courses.uq.edu.au/course.html?course_code=DENT7912
DENT8020	https://programs-courses.uq.edu.au/course.html?course_code=DENT8020
DENT8040	https://programs-courses.uq.edu.au/course.html?course_code=DENT8040
DENT8060	https://programs-courses.uq.edu.au/course.html?course_code=DENT8060
DEVB2000	https://programs-courses.uq.edu.au/course.html?course_code=DEVB2000
DIET7107	https://programs-courses.uq.edu.au/course.html?course_code=DIET7107
DIET7113	https://programs-courses.uq.edu.au/course.html?course_code=DIET7113
DIET7114	https://programs-courses.uq.edu.au/course.html?course_code=DIET7114
DIET7202	https://programs-courses.uq.edu.au/course.html?course_code=DIET7202
DIET7207	https://programs-courses.uq.edu.au/course.html?course_code=DIET7207
DIET7208	https://programs-courses.uq.edu.au/course.html?course_code=DIET7208
DIET7301	https://programs-courses.uq.edu.au/course.html?course_code=DIET7301
DRAM1010	https://programs-courses.uq.edu.au/course.html?course_code=DRAM1010
DRAM2050	https://programs-courses.uq.edu.au/course.html?course_code=DRAM2050
DRAM2400	https://programs-courses.uq.edu.au/course.html?course_code=DRAM2400
DRAM3103	https://programs-courses.uq.edu.au/course.html?course_code=DRAM3103
DRAM3104	https://programs-courses.uq.edu.au/course.html?course_code=DRAM3104
DRAM3105	https://programs-courses.uq.edu.au/course.html?course_code=DRAM3105
DRAM6014	https://programs-courses.uq.edu.au/course.html?course_code=DRAM6014
DRAM7400	https://programs-courses.uq.edu.au/course.html?course_code=DRAM7400
DSGN1002	https://programs-courses.uq.edu.au/course.html?course_code=DSGN1002
DSGN1200	https://programs-courses.uq.edu.au/course.html?course_code=DSGN1200
DSGN1400	https://programs-courses.uq.edu.au/course.html?course_code=DSGN1400
DSGN2200	https://programs-courses.uq.edu.au/course.html?course_code=DSGN2200
DSGN3200	https://programs-courses.uq.edu.au/course.html?course_code=DSGN3200
DSGN4000	https://programs-courses.uq.edu.au/course.html?course_code=DSGN4000
ECON1010	https://programs-courses.uq.edu.au/course.html?course_code=ECON1010
ECON1011	https://programs-courses.uq.edu.au/course.html?course_code=ECON1011
ECON1020	https://programs-courses.uq.edu.au/course.html?course_code=ECON1020
ECON1050	https://programs-courses.uq.edu.au/course.html?course_code=ECON1050
ECON1200	https://programs-courses.uq.edu.au/course.html?course_code=ECON1200
ECON1310	https://programs-courses.uq.edu.au/course.html?course_code=ECON1310
ECON2010	https://programs-courses.uq.edu.au/course.html?course_code=ECON2010
ECON2020	https://programs-courses.uq.edu.au/course.html?course_code=ECON2020
ECON2022	https://programs-courses.uq.edu.au/course.html?course_code=ECON2022
ECON2030	https://programs-courses.uq.edu.au/course.html?course_code=ECON2030
ECON2040	https://programs-courses.uq.edu.au/course.html?course_code=ECON2040
ECON2050	https://programs-courses.uq.edu.au/course.html?course_code=ECON2050
ECON2101	https://programs-courses.uq.edu.au/course.html?course_code=ECON2101
ECON2102	https://programs-courses.uq.edu.au/course.html?course_code=ECON2102
ECON2200	https://programs-courses.uq.edu.au/course.html?course_code=ECON2200
ECON2300	https://programs-courses.uq.edu.au/course.html?course_code=ECON2300
ECON2320	https://programs-courses.uq.edu.au/course.html?course_code=ECON2320
ECON2333	https://programs-courses.uq.edu.au/course.html?course_code=ECON2333
ECON2420	https://programs-courses.uq.edu.au/course.html?course_code=ECON2420
ECON2540	https://programs-courses.uq.edu.au/course.html?course_code=ECON2540
ECON2560	https://programs-courses.uq.edu.au/course.html?course_code=ECON2560
ECON3020	https://programs-courses.uq.edu.au/course.html?course_code=ECON3020
ECON3210	https://programs-courses.uq.edu.au/course.html?course_code=ECON3210
ECON3330	https://programs-courses.uq.edu.au/course.html?course_code=ECON3330
ECON3360	https://programs-courses.uq.edu.au/course.html?course_code=ECON3360
ECON3450	https://programs-courses.uq.edu.au/course.html?course_code=ECON3450
ECON3460	https://programs-courses.uq.edu.au/course.html?course_code=ECON3460
ECON3520	https://programs-courses.uq.edu.au/course.html?course_code=ECON3520
ECON3700	https://programs-courses.uq.edu.au/course.html?course_code=ECON3700
ECON3820	https://programs-courses.uq.edu.au/course.html?course_code=ECON3820
ECON6120	https://programs-courses.uq.edu.au/course.html?course_code=ECON6120
ECON6201	https://programs-courses.uq.edu.au/course.html?course_code=ECON6201
ECON6202	https://programs-courses.uq.edu.au/course.html?course_code=ECON6202
ECON6203	https://programs-courses.uq.edu.au/course.html?course_code=ECON6203
ECON7000	https://programs-courses.uq.edu.au/course.html?course_code=ECON7000
ECON7001	https://programs-courses.uq.edu.au/course.html?course_code=ECON7001
ECON7002	https://programs-courses.uq.edu.au/course.html?course_code=ECON7002
ECON7012	https://programs-courses.uq.edu.au/course.html?course_code=ECON7012
ECON7021	https://programs-courses.uq.edu.au/course.html?course_code=ECON7021
ECON7110	https://programs-courses.uq.edu.au/course.html?course_code=ECON7110
ECON7150	https://programs-courses.uq.edu.au/course.html?course_code=ECON7150
ECON7200	https://programs-courses.uq.edu.au/course.html?course_code=ECON7200
ECON7300	https://programs-courses.uq.edu.au/course.html?course_code=ECON7300
ECON7310	https://programs-courses.uq.edu.au/course.html?course_code=ECON7310
ECON7322	https://programs-courses.uq.edu.au/course.html?course_code=ECON7322
ECON7330	https://programs-courses.uq.edu.au/course.html?course_code=ECON7330
ECON7331	https://programs-courses.uq.edu.au/course.html?course_code=ECON7331
ECON7333	https://programs-courses.uq.edu.au/course.html?course_code=ECON7333
ECON7360	https://programs-courses.uq.edu.au/course.html?course_code=ECON7360
ECON7440	https://programs-courses.uq.edu.au/course.html?course_code=ECON7440
ECON7460	https://programs-courses.uq.edu.au/course.html?course_code=ECON7460
ECON7520	https://programs-courses.uq.edu.au/course.html?course_code=ECON7520
ECON7530	https://programs-courses.uq.edu.au/course.html?course_code=ECON7530
ECON7720	https://programs-courses.uq.edu.au/course.html?course_code=ECON7720
ECON7740	https://programs-courses.uq.edu.au/course.html?course_code=ECON7740
ECON7760	https://programs-courses.uq.edu.au/course.html?course_code=ECON7760
ECON7810	https://programs-courses.uq.edu.au/course.html?course_code=ECON7810
ECON7830	https://programs-courses.uq.edu.au/course.html?course_code=ECON7830
ECON7930	https://programs-courses.uq.edu.au/course.html?course_code=ECON7930
ECON7934	https://programs-courses.uq.edu.au/course.html?course_code=ECON7934
ECON7950	https://programs-courses.uq.edu.au/course.html?course_code=ECON7950
EDHE6002	https://programs-courses.uq.edu.au/course.html?course_code=EDHE6002
EDHE6003	https://programs-courses.uq.edu.au/course.html?course_code=EDHE6003
EDHE6004	https://programs-courses.uq.edu.au/course.html?course_code=EDHE6004
EDUC1650	https://programs-courses.uq.edu.au/course.html?course_code=EDUC1650
EDUC1720	https://programs-courses.uq.edu.au/course.html?course_code=EDUC1720
EDUC1730	https://programs-courses.uq.edu.au/course.html?course_code=EDUC1730
EDUC1760	https://programs-courses.uq.edu.au/course.html?course_code=EDUC1760
EDUC2004	https://programs-courses.uq.edu.au/course.html?course_code=EDUC2004
EDUC2011	https://programs-courses.uq.edu.au/course.html?course_code=EDUC2011
EDUC2090	https://programs-courses.uq.edu.au/course.html?course_code=EDUC2090
EDUC2604	https://programs-courses.uq.edu.au/course.html?course_code=EDUC2604
EDUC2720	https://programs-courses.uq.edu.au/course.html?course_code=EDUC2720
EDUC2730	https://programs-courses.uq.edu.au/course.html?course_code=EDUC2730
EDUC2740	https://programs-courses.uq.edu.au/course.html?course_code=EDUC2740
EDUC3006	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3006
EDUC3011	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3011
EDUC3251	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3251
EDUC3605	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3605
EDUC3606	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3606
EDUC3730	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3730
EDUC3750	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3750
EDUC3760	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3760
EDUC3770	https://programs-courses.uq.edu.au/course.html?course_code=EDUC3770
EDUC4006	https://programs-courses.uq.edu.au/course.html?course_code=EDUC4006
EDUC4607	https://programs-courses.uq.edu.au/course.html?course_code=EDUC4607
EDUC4625	https://programs-courses.uq.edu.au/course.html?course_code=EDUC4625
EDUC4703	https://programs-courses.uq.edu.au/course.html?course_code=EDUC4703
EDUC4706	https://programs-courses.uq.edu.au/course.html?course_code=EDUC4706
EDUC4750	https://programs-courses.uq.edu.au/course.html?course_code=EDUC4750
EDUC4770	https://programs-courses.uq.edu.au/course.html?course_code=EDUC4770
EDUC7001	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7001
EDUC7007	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7007
EDUC7009	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7009
EDUC7010	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7010
EDUC7014	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7014
EDUC7020	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7020
EDUC7031	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7031
EDUC7059	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7059
EDUC7060	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7060
EDUC7072	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7072
EDUC7073	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7073
EDUC7101	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7101
EDUC7113	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7113
EDUC7212	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7212
EDUC7230	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7230
EDUC7240	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7240
EDUC7250	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7250
EDUC7510	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7510
EDUC7516	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7516
EDUC7535	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7535
EDUC7540	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7540
EDUC7575	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7575
EDUC7585	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7585
EDUC7590	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7590
EDUC7595	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7595
EDUC7604	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7604
EDUC7605	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7605
EDUC7606	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7606
EDUC7607	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7607
EDUC7610	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7610
EDUC7615	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7615
EDUC7620	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7620
EDUC7625	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7625
EDUC7710	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7710
EDUC7910	https://programs-courses.uq.edu.au/course.html?course_code=EDUC7910
EIBS7302	https://programs-courses.uq.edu.au/course.html?course_code=EIBS7302
EIBS7303	https://programs-courses.uq.edu.au/course.html?course_code=EIBS7303
EIBS7304	https://programs-courses.uq.edu.au/course.html?course_code=EIBS7304
EIBS7311	https://programs-courses.uq.edu.au/course.html?course_code=EIBS7311
ELEC2004	https://programs-courses.uq.edu.au/course.html?course_code=ELEC2004
ELEC3100	https://programs-courses.uq.edu.au/course.html?course_code=ELEC3100
ELEC3310	https://programs-courses.uq.edu.au/course.html?course_code=ELEC3310
ELEC4302	https://programs-courses.uq.edu.au/course.html?course_code=ELEC4302
ELEC4410	https://programs-courses.uq.edu.au/course.html?course_code=ELEC4410
ELEC4620	https://programs-courses.uq.edu.au/course.html?course_code=ELEC4620
ELEC6320	https://programs-courses.uq.edu.au/course.html?course_code=ELEC6320
ELEC7309	https://programs-courses.uq.edu.au/course.html?course_code=ELEC7309
ENGG1001	https://programs-courses.uq.edu.au/course.html?course_code=ENGG1001
ENGG1100	https://programs-courses.uq.edu.au/course.html?course_code=ENGG1100
ENGG1300	https://programs-courses.uq.edu.au/course.html?course_code=ENGG1300
ENGG1500	https://programs-courses.uq.edu.au/course.html?course_code=ENGG1500
ENGG1700	https://programs-courses.uq.edu.au/course.html?course_code=ENGG1700
ENGG2000	https://programs-courses.uq.edu.au/course.html?course_code=ENGG2000
ENGG2800	https://programs-courses.uq.edu.au/course.html?course_code=ENGG2800
ENGG3800	https://programs-courses.uq.edu.au/course.html?course_code=ENGG3800
ENGG4601	https://programs-courses.uq.edu.au/course.html?course_code=ENGG4601
ENGG4805	https://programs-courses.uq.edu.au/course.html?course_code=ENGG4805
ENGG4902	https://programs-courses.uq.edu.au/course.html?course_code=ENGG4902
ENGG7114	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7114
ENGG7292	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7292
ENGG7293	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7293
ENGG7302	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7302
ENGG7340	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7340
ENGG7342	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7342
ENGG7382	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7382
ENGG7500	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7500
ENGG7518	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7518
ENGG7902	https://programs-courses.uq.edu.au/course.html?course_code=ENGG7902
ENGL1500	https://programs-courses.uq.edu.au/course.html?course_code=ENGL1500
ENGL2040	https://programs-courses.uq.edu.au/course.html?course_code=ENGL2040
ENGL2060	https://programs-courses.uq.edu.au/course.html?course_code=ENGL2060
ENGL2080	https://programs-courses.uq.edu.au/course.html?course_code=ENGL2080
ENGL3020	https://programs-courses.uq.edu.au/course.html?course_code=ENGL3020
ENGL3500	https://programs-courses.uq.edu.au/course.html?course_code=ENGL3500
ENGL3900	https://programs-courses.uq.edu.au/course.html?course_code=ENGL3900
ENGL6014	https://programs-courses.uq.edu.au/course.html?course_code=ENGL6014
ENGL9000	https://programs-courses.uq.edu.au/course.html?course_code=ENGL9000
ENGY7001	https://programs-courses.uq.edu.au/course.html?course_code=ENGY7001
ENGY7114	https://programs-courses.uq.edu.au/course.html?course_code=ENGY7114
ENGY7115	https://programs-courses.uq.edu.au/course.html?course_code=ENGY7115
ENGY7117	https://programs-courses.uq.edu.au/course.html?course_code=ENGY7117
ENGY7200	https://programs-courses.uq.edu.au/course.html?course_code=ENGY7200
ENGY7215	https://programs-courses.uq.edu.au/course.html?course_code=ENGY7215
ENGY7301	https://programs-courses.uq.edu.au/course.html?course_code=ENGY7301
ENVE2501	https://programs-courses.uq.edu.au/course.html?course_code=ENVE2501
ENVE3150	https://programs-courses.uq.edu.au/course.html?course_code=ENVE3150
ENVH7002	https://programs-courses.uq.edu.au/course.html?course_code=ENVH7002
ENVM1522	https://programs-courses.uq.edu.au/course.html?course_code=ENVM1522
ENVM2002	https://programs-courses.uq.edu.au/course.html?course_code=ENVM2002
ENVM2100	https://programs-courses.uq.edu.au/course.html?course_code=ENVM2100
ENVM2203	https://programs-courses.uq.edu.au/course.html?course_code=ENVM2203
ENVM3010	https://programs-courses.uq.edu.au/course.html?course_code=ENVM3010
ENVM3102	https://programs-courses.uq.edu.au/course.html?course_code=ENVM3102
ENVM3107	https://programs-courses.uq.edu.au/course.html?course_code=ENVM3107
ENVM3108	https://programs-courses.uq.edu.au/course.html?course_code=ENVM3108
ENVM3215	https://programs-courses.uq.edu.au/course.html?course_code=ENVM3215
ENVM3506	https://programs-courses.uq.edu.au/course.html?course_code=ENVM3506
ENVM4502	https://programs-courses.uq.edu.au/course.html?course_code=ENVM4502
ENVM4525	https://programs-courses.uq.edu.au/course.html?course_code=ENVM4525
ENVM7002	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7002
ENVM7003	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7003
ENVM7100	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7100
ENVM7109	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7109
ENVM7110	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7110
ENVM7118	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7118
ENVM7121	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7121
ENVM7125	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7125
ENVM7127	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7127
ENVM7128	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7128
ENVM7130	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7130
ENVM7132	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7132
ENVM7134	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7134
ENVM7206	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7206
ENVM7505	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7505
ENVM7524	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7524
ENVM7530	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7530
ENVM7535	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7535
ENVM7536	https://programs-courses.uq.edu.au/course.html?course_code=ENVM7536
ERTH1000	https://programs-courses.uq.edu.au/course.html?course_code=ERTH1000
ERTH1005	https://programs-courses.uq.edu.au/course.html?course_code=ERTH1005
ERTH2002	https://programs-courses.uq.edu.au/course.html?course_code=ERTH2002
ERTH2006	https://programs-courses.uq.edu.au/course.html?course_code=ERTH2006
ERTH2205	https://programs-courses.uq.edu.au/course.html?course_code=ERTH2205
ERTH3001	https://programs-courses.uq.edu.au/course.html?course_code=ERTH3001
ERTH3212	https://programs-courses.uq.edu.au/course.html?course_code=ERTH3212
ERTH3222	https://programs-courses.uq.edu.au/course.html?course_code=ERTH3222
EVNT7050	https://programs-courses.uq.edu.au/course.html?course_code=EVNT7050
EVNT7051	https://programs-courses.uq.edu.au/course.html?course_code=EVNT7051
EXCH1226	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1226
EXCH1227	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1227
EXCH1228	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1228
EXCH1229	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1229
EXCH1230	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1230
EXCH1231	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1231
EXCH1232	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1232
EXCH1233	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1233
EXCH1234	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1234
EXCH1235	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1235
EXCH1236	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1236
EXCH1237	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1237
EXCH1238	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1238
EXCH1239	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1239
EXCH1240	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1240
EXCH1241	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1241
EXCH1242	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1242
EXCH1243	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1243
EXCH1244	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1244
EXCH1245	https://programs-courses.uq.edu.au/course.html?course_code=EXCH1245
